2016-08-23,9M,3.02070
2016-08-23,9Y,4.02170
2016-08-22,0D,2.64220
2016-08-22,10Y,4.07170
2016-08-22,14D,2.80220
2016-08-22,1M,2.81650
2016-08-22,1Y,3.03730
2016-08-22,2M,2.90730
2016-08-22,2Y,3.32140
2016-08-22,3M,2.96300
2016-08-22,3Y,3.31400
2016-08-22,4Y,3.59400
2016-08-22,5Y,3.71070
2016-08-22,6M,3.00040
2016-08-22,6Y,3.91120
2016-08-22,7D,2.68810
2016-08-22,7Y,3.96550
2016-08-22,8Y,3.96560
2016-08-22,9M,3.00550
2016-08-22,9Y,4.02420
2016-08-19,0D,2.61690
2016-08-19,10Y,4.08170
2016-08-19,14D,2.79060
2016-08-19,1M,2.81380
2016-08-19,1Y,3.00590
2016-08-19,2M,2.88430
2016-08-19,2Y,3.29350
2016-08-19,3M,2.95050
2016-08-19,3Y,3.33070
2016-08-19,4Y,3.55520
2016-08-19,5Y,3.67220
2016-08-19,6M,2.97070
2016-08-19,6Y,3.89700
2016-08-19,7D,2.66470
2016-08-19,7Y,3.96130
2016-08-19,8Y,3.96140
2016-08-19,9M,2.99130
